제목,저자,출판사,가격,서평,Link,category
트렌드 코리아 2025,김난도,미래의창,"18,000원","경계가 사라지는 시대, 모든 전제를 원점으로 되돌려라

역대급 무더위가 대한민국을 강타한 2024년 여름, 지구는 역사상 가장 뜨거운 날의 기록을 연달아 경신했다. 지금 우리는 ‘역대급’이라는 말 자체가 역대급으로 많이 쓰이는 시대를 살고 있다. 그만큼 우리 사회의 역동성이 크다는 뜻이기도 하다. 근 20년 동안 우리 사회의 추이와 소비 활동의 여러 모습을 추적, 관찰해온 트렌드 코리아 팀은 대한민국이 그 어느 때보다도 더 특유의 역동성과 역량을 바탕으로 전에 없는 다양성을 표출하는 모습을 목격하고 이를 책에 담고자 했다. 대한민국은 열풍의 나라이기도 하다. 해외 토픽을 장식한 푸바오 열풍, 마라탕과 탕후루에 이은 두바이 초콜릿 열풍, AI 열풍, 의대 열풍, 스페셜티 커피 열풍, 레트로 열풍, 남녀노소를 가리지 않는 ‘먼작귀’ 열풍까지…. 이 모든 것이 시사하는 바는 무엇인가? 이런 열풍의 이면에 있는 우리 사회 구성원들의 욕망과 결핍은 무엇일까? 『트렌드 코리아 2025』에서 이에 대한 답을 찾아보도록 하자.",http://www.yes24.com//Product/Goods/133213071,경제적 안정과 투자
어른의 행복은 조용하다,태수,페이지2북스,"16,020원","행복을 찾는 방법이 아니라불행에 대한 수비력을 길러주는58가지 인생 이야기《1cm 다이빙》, 《홈 in 홈》으로 많은 사랑을 받았던 에세이스트 태수가 2년 만의 신작 《어른의 행복은 조용하다》로 돌아왔다. 이번 신작에서 저자 태수는 그동안 선보였던 이야기보다 한층 성숙하고 현명하게 삶의 행복에 가까워지는 방법에 대해 이야기한다. 새로운 것, 짜릿한 것, 남들보다 높은 곳에서 행복하고 싶어 발버둥치는 사람들에게 행복은 꼭 그런 데에만 있는 게 아니라 불행해지지 않는 것에서부터 출발한다고 조용히 일러준다.《어른의 행복은 조용하다》는 요란한 세상에서도 흔들리지 않고 내 삶을 살아가는 튼튼하고 단단한 태도를 담아냈다. 시끌벅적 기쁜 일을 찾아다니기보다도, 울 일이 없고 별다른 나쁜 일이 없는 하루를 만들어야 한다고 강조한다. 그랬을 때에야 비로소 진정한 행복이 우리 곁에 온다는 사실을 다시 한번 일깨워준다.이 책을 먼저 읽은 독자들의 반응 역시 뜨겁다. “울고 싶어지는 날이면 태수 작가의 글을 찾는다. 충분히 울고 다시 나아가기 위해”, “『불편한 편의점』 이후로 오랜만에 끝나지 않길 바라던 책”이라며 극찬하하며, 저자의 SNS에서 5만여 명의 독자에게 선보인 선공개 원고에도 빨리 책으로 출간해달라는 요청이 쇄도했다. 이제 당신 차례다. 《어른의 행복은 조용하다》를 읽고 현명하게 행복을 찾아보자. 혹자는 여전히 의심스러운 목소리로 그토록 조용한 인생에서도 행복을 발견할 수 있냐고 묻지만 저자는 확신에 찬 목소리로 단호하게 답한다. “물론”이라고.",http://www.yes24.com//Product/Goods/136298166,스마트폰과 SNS 사용
희랍어 시간,한강,문학동네,"11,700원","말語을 잃어가는 한 여자의 침묵과눈眼을 잃어가는 한 남자의 빛이 만나는 찰나의 이야기어떤 원인도 전조도 없이, 여자는 말語을 잃는다. 그것이 처음 왔던 것은 열일곱 살 겨울. 말을 잃고 살던 그녀의 입술을 다시 달싹이게 한 건 낯선 외국어였던 한 개의 불어 단어였다. 시간은 다시 흘렀다. 이혼을 하고, 아홉 살 난 아이의 양육권도 빼앗기고, 다시 그렇게 말을 잃어버린 후, 일상의 모든 것들을 다 놓을 수밖에 없었던 여자가 선택한 것은 이미 저물어 죽은 언어가 된 희랍어. 그곳에서 만난 희랍어 강사와 여자는 서로의 앞에 침묵을 놓고 더듬더듬 대화한다.           가족들을 모두 독일에 두고 십수 년 만에 혼자 한국으로 돌아와 희랍어를 가르치는 남자. 남자는 점점 빛을 잃어가고 있다. 볼 수 없다던 마흔이 가까워오지만 아마 일이 년쯤은 더 볼 수 있을지 모른다. 아카데미의 수강생 중 말을 하지도, 웃지도 않는 여자를 주의 깊게 지켜보지만 여자의 단단한 침묵과 마주하자 두려움을 느낀다. 살아 있는 사람에게선 본 적 없는 지독한 침묵. 그리고 점점 소멸해가는 남자의 미약한 빛. 이 어스름이 완전한 밤으로 이어지는 걸까. 『희랍어 시간』을 들여다보는 일은, 어떤 기미를 발견하고 흔적을 더듬는 일이다. 그리고 희미하게 떠오르는 그 기미와 흔적들은 어두운 암실, 정착액 속의 사진이 점점 선명하게 상을 만들어내듯 어느 순간 고대문자처럼 오래고 단단한 이야기를 만들어낸다. 그리고 그것은 과거의 시간과, 그리고 현재까지 이어진 현재진행형의 시간까지를 포함한다. 우리는 이미 오래전에 존재하던 것들, 그 기미와 흔적들, 영원과도 같은 어떤 찰나들, 그리고 그 모든 것들이 한 자리에서 만나는 어떤 한 장면을 소설을 통해 목격하게 될 것이다.",http://www.yes24.com//Product/Goods/5926713,일과 삶의 균형
내가 나라서 정말 좋아,김지훤,길벗,"15,120원","누적 조회 5,800만, 부모들을 감동시킨 화제의 릴스!24만 독자의 요청 쇄도, 마침내 종이책 출간초등 교사 김지훤의 ‘단단한 마음을 만드는 다정한 말’“우리 아이도 이런 선생님을 만나면 참 행복하겠구나 싶어요.” “이 말을 어렸을 때 들었더라면 내 삶이 달라졌을 것 같아요.” “아이에게도 어른에게도 꼭 필요한 이야기!” 아침 조회 시간에 반 아이들에게 들려준 김지훤 선생님의 이야기는 단숨에 조회 수 500만 뷰를 돌파하며 수많은 부모와 교사들 사이에 화제를 모았습니다. 어른의 마음까지 안아주는 따뜻한 이야기에 독자들의 출간 요청이 빗발쳤고, 그 감동의 순간을 아이와 함께 나눌 수 있도록 포근한 일러스트를 더해 그림책으로 엮었습니다. 저자는 스스로에게 해 준 따뜻하고 다정한 말들이 쌓여 지금의 단단한 어른으로 성장할 수 있었다고 말하며, 이 책을 읽는 어린이들이 나를 먼저 아끼고 사랑하는 연습을 해 보길, 더 나아가 다정한 마음을 나눌 줄 아는 멋진 어른으로 자라길 응원하는 마음으로 책을 썼습니다. 기쁘거나 슬플 때, 속상하고 짜증 날 때 등 삶의 순간마다 아이들 스스로가 자기감정을 위로하고 현명하게 표현하며 삶을 건강하게 꾸려 나가길 바랍니다.“삶의 모든 순간마다 나에게 꼭 필요한 말이 있어요.”",http://www.yes24.com//Product/Goods/140371473,경제적 안정과 투자
넥서스,유발 하라리,김영사,"25,020원","◆ 『사피엔스』 『호모 데우스』 유발 하라리 6년 만의 신작
◆ 출간 즉시 〈뉴욕타임스〉 〈선데이타임스〉 아마존 베스트셀러

비인간 지능의 위협과 우리의 미래에 대한 경고
“AI는 우리 종의 역사뿐만 아니라
모든 생명체의 진화 경로를 바꿀지도 모른다.” 

글로벌 베스트셀러 『사피엔스』 『호모 데우스』 『21세기를 위한 21가지 제언』으로 우리 시대 가장 중요한 사상가의 반열에 오른 유발 하라리 교수가 압도적 통찰로 AI 혁명의 의미와 본질을 꿰뚫어 보고 인류에게 남은 기회를 냉철하게 성찰하는 신작으로 돌아왔다. 생태적 붕괴와 국제정치적 긴장에 이어 친구인지 적인지 모를 AI 혁명까지, 인간 본성의 어떤 부분이 우리를 자기 파괴의 길로 내모는 것일까? AI는 이전 정보 기술과 무엇이 다르고, 왜 위험할까? 멸종을 향해 달려가는 가장 영리한 동물, 우리 사피엔스는 생존과 번영의 길을 찾을 수 있을까?

상아탑 속 자신의 방에만 안주하지 않고 정치학, 종교학, 매체학, 진화생물학, 컴퓨터과학 등 다양한 학제 간 지식을 습득해온 하라리 교수의 독창적인 역사적 시각과 스토리텔링은 인류를 위한 중요한 선택의 순간에 빛을 발한다. 『사피엔스』 『호모 데우스』에서 펼쳤던 그의 논지가 ‘정보’를 중심으로 통합되어 더 정교하게 실체를 드러내는 『넥서스』에서 우리는 하라리 교수의 도저한 ‘현실주의’적 해법을 만난다. 비인간 지능이 우리의 존재를 위협하는 현재, 우리는 실수할 여유가 없다.",http://www.yes24.com//Product/Goods/134602629,일과 삶의 균형
행동하지 않으면 인생은 바뀌지 않는다,브라이언 트레이시,현대지성,"15,210원","시급 300원 잡초 제거 알바에서 회당 8억 원을 받는 전설이 되기까지 브라이언 트레이시가 몸소 증명해낸 단 하나의 성공 메커니즘“이 책을 읽는 것만으로도 당신의 인생은 이미 바뀌기 시작했다!” --- 『웰씽킹』 켈리 최“지금 당장 행동할 용기를 준다” --- 주언규PD당신은 오늘도 ‘갓생’을 외치지만 3일을 버티지 못한다. 매일 밤 동기부여 영상을 보며 감동하지만 아침이면 무너진다. 수많은 자기계발서를 읽었지만 인생은 제자리걸음이다. 왜일까? 40년간 워런 버핏, 앤디 그로브와 같은 세계적 대가를 해부해온 브라이언 트레이시가 마침내 진실을 공개한다. 성공한 사람들은 결코 동기부여에 의존하지 않는다는 것. 그들에겐 단 하나의 공통점이 있었다. 바로 ‘아주 작은 행동의 누적’이다.어제보다 1% 더 나아진 행동이 무기력을 쾌감으로 바꾸고 잠자던 성장 본능을 깨우며 마침내 당신을 성공으로 이끈다. 당신의 출신과 환경은 중요하지 않다. 오직 행동만이 당신을 원하는 곳으로 데려갈 것이다. 이 책에는 목표 시각화부터 시간의 마법 같은 활용법까지, 저자가 평생 연구하고 증명한 성공 전략이 빼곡히 담겨 있다. 특히 각 장 마지막의 「실행 프로젝트」는 당신의 잠재력을 폭발시키는 방아쇠가 될 것이다.",http://www.yes24.com//Product/Goods/138282792,스마트폰과 SNS 사용
너에게 들려주는 단단한 말 (윈터 패키지 에디션),김종원,퍼스트펭귄,"16,200원","“틀린 문제는 있어도,  틀린 인생은 없는 거야!”100만 독자를 감동시킨 ‘생각 멘토’ 김종원 작가의 인생작삶의 첫 터널을 지나는 10대들을 단단하게 지켜줄 빛나는 문장들   출간 저서 누적 판매량 100만 부. 20여 년간 집필한 책 100여 권. 각종 방송과 기업, 대학 및 단체를 대상으로 강연하며 소통해 온 인문교육 전문가. 부모들을 위해 집필한 다수의 인문학 책이 큰 사랑을 받으며 “대한민국 학부모들이 가장 사랑하는 인문학 멘토”로 불리게 된 그가 이번에는 청소년들을 위한 ‘생각 멘토’로 나섰다. 『너에게 들려주는 단단한 말』은 저자가 처음으로 쓴 청소년을 위한 인생철학 에세이다. ‘나’라는 존재와 친구와의 관계, 공부와 성적, 꿈과 진로 등에 관한 고민이 커지는 청소년기는 인생이란 여정에서 어둡고 막막한 터널을 처음으로 마주하는 시기다. 어떤 생각을 키우고, 어떤 마음을 갖느냐에 따라 앞으로 펼쳐질 삶의 모양이 달라질 수도 있기에 저자는 단어 하나, 문장 하나에도 온 마음을 담았다. “그 하룻밤, 그 책 한 권, 그 한 줄이 인생을 바꿀지도 모른다”라고 했던 니체의 말처럼, 지금 각자의 고민을 안고 힘들어하는 청소년들의 삶이 긍정으로 바뀔 순간을 떠올리며 책을 완성했다. 여기에는 자존감, 관계, 꿈, 가치관, 지성에 관한 70가지의 빛나는 문장들이 가득 담겨 있다. 하루 5분으로도 충분하다. 혼란스럽고 불확실한 것들이 가득한 세상에서 10대들의 마음을 단단하게 잡아줄 이 문장들을 읽고, 따라 쓰다 보면 지금의 많은 고민과 문제들을 해결해 나갈 내면의 힘을 키울 수 있을 것이다.",http://www.yes24.com//Product/Goods/128266166,경제적 안정과 투자
지적 대화를 위한 넓고 얕은 지식 무한,채사장,웨일북,"17,100원","인문학의 신화 『지대넓얕』 시리즈 5년 만의 신작그리고 10년 만의 완결  ∞(무한): 지식의 끝에서, 구부러져 되돌아오다지금까지의 앎을 삶에 뿌리내리게 하는 가장 최후의 교양이 책은 진정한 행복, 진정한 삶의 이해로 나아가게 한다! 지난 10년간 단 한 번도 베스트셀러에서 내려온 적이 없는 우리 시대 교양서 『지적 대화를 위한 넓고 얕은 지식』으로 대표적인 인문학 작가로 자리매김한 채사장이 5년 만에 다시 시리즈의 신작으로 돌아왔다. 작가는 전작 1, 2권에 이어 3권이 아니라 0권 〈제로〉 편을 출간하며 전례 없는 시리즈 구성을 보임과 동시에, 0이라는 숫자로 인류의 방대한 지성사를 연결하며 깊은 지식까지 아울렀다. 그리고 이제 5년 만의 신작 ∞권 〈무한〉 편은 깊은 지식으로 잠영했다 삶으로 돌아오게 하는 ‘실천’의 영역을 다루며, 10년간 인문 분야에 큰 반향을 일으킨 시리즈의 정점을 찍는다. 그 어떤 시대보다도 수많은 지식을 갖고 있지만 우리는 왜 알면 알수록 채워지지 않을까? 작가는 이 문제에 오랜 시간 천착한 끝에, 지식이 삶에 뿌리내리지 못하는 이유가 실천하지 못해서라는 사실을 깨달았다. 여기서 실천이란 바로 나와 세계의 실체를 알고 삶을 바라보는 태도를 코페르니쿠스적으로 바꾸는 것이다. 그간 지식의 모든 분야를 종횡무진하며 자신만의 연결고리로 인문학의 대축적지도를 그려낸 작가는 어느덧 지식과 지혜를 넘어 삶이라는 영원한 숙제를 풀어내고 있다. 독자들은 이 책을 통해 우리가 놓치고 있는 지식이 무엇인지 강렬하게 깨달음으로써 요원할 것만 같던 좋은 사람이 되는 법, 진정한 행복에 이르는 법, 고요하고 평온하게 삶을 살아가는 법을 배우게 될 것이다.",http://www.yes24.com//Product/Goods/139753235,스마트폰과 SNS 사용
퓨처 셀프 30만 부 기념 스페셜 에디션,벤저민 하디,상상스퀘어,"19,800원","2023년 국내 3대 서점 종합 베스트셀러! 2024년 상반기 베스트셀러 TOP10!30만 부 기념 저자의 한국어판 서문, 보너스 스토리 수록현재와 미래를 더 가치 있게 바꾸고 싶다면,‘퓨처 셀프’와 연결하라!2023년과 2024년 상반기에 연이어 종합 베스트셀러에 선정된 『퓨처 셀프』가 국내 30만 부 판매를 기념하여 스페셜 에디션으로 출간됐다. 스페셜 에디션에는 저자 벤저민 하디가 전하는 한국어판 특별 서문과 줌 라이브를 통해 한국 독자들과 만나 나눈 생생한 이야기를 담았다. 이 책이 출간된 이후 ‘퓨처 셀프’는 많은 사람의 삶을 변화시킨 강력한 단어가 되었다. 이제 우리는 ‘미래에 내가 되고 싶은 모습’을 한 단어로 ‘퓨처 셀프’라고 말한다. ‘퓨처 셀프’를 아는 사람의 삶과 모르는 사람의 삶은 극명하게 나뉘어진다. 『퓨처 셀프』를 읽은 후 삶의 의미를 되찾고, 명확한 목표가 생겼으며, 올바른 우선순위를 정해 인생에 지각변동이 일어났다는 수많은 독자들의 후기가 이를 증명한다.이 책의 저자인 벤저민 하디는 저명한 조직심리학자로, ‘미래의 나’를 적용하는 과학 분야에서 세계 최고의 전문가다. 이 책에서 ‘퓨처 셀프’라는 개념을 완벽하게 다루어 그간 연구의 정점을 찍었다. 그는 팟캐스트와 유튜브, 웹사이트, 기업 강연을 통해서도 ‘퓨처 셀프’를 명확하게 하고, 목표한 방향으로 이끄는 실용적인 전략을 공유하며 많은 사람의 성장과 발전을 돕고 있다. 이 책은 크게 세 파트로 구성되어 있다. 파트1은 ‘미래의 나’를 위협하는 요인 7가지를, 파트2는 ‘미래의 나’에 대한 진실 7가지를, 파트3은 ‘미래의 내’가 되는 7단계를 구체적으로 제시한다. 각 단계마다 자신을 점검해볼 수 있는 체크리스트와, 미래의 나와 연결하는 활동들이 포함된 워크지를 제공하고 있다. 또한 각 장의 핵심 내용은 일러스트를 통해 기억에 선명하게 남도록 도와주고, 파트가 끝날 때마다 KEY POINT로 요약해서 정리해준다. 특히 ‘미래의 나’와 연결하는 것이 중요하다는 점을 유명인들의 일화를 통해 소개해 재미를 더하고, 쉽게 이해할 수 있도록 설명한다. 이 책은 단순히 ‘퓨처 셀프’를 생각에서 그치지 않고 행동하게 만드는 구체적인 방법을 제시한다는 점에서 당신의 삶을 변화시키는 데 최고의 안내자 역할을 할 것이다.",http://www.yes24.com//Product/Goods/133809700,스마트폰과 SNS 사용
미로 속 아이,기욤 뮈소,밝은세상,"16,650원","기욤 뮈소 데뷔 20주년 기념작 『미로 속 아이』 출간

- 범인은 예측 불가의 영역에 있다. 
- 서스펜스 마스터 기욤 뮈소의 2024년 신작!
- 프랑스 베스트셀러 1위!

기욤 뮈소가 작가로 데뷔한 지 20년이 되었다. 『미로 속 아이』는 기욤 뮈소 데뷔 20주년 기념작으로 작가의 고향 앙티브에서는 새로운 소설 출간과 더불어 그가 쌓아온 업적을 기리는 행사가 열렸다. 기욤 뮈소의 데뷔 20주년 기념작 출간에 발맞춰 앙티브에 그의 이름을 딴 학교가 문을 열었고, 프랑스 언론들은 대대적인 인터뷰 릴레이를 벌이며 그가 20년 동안 남긴 발자취를 조명했다.

매년 『르 피가로』와 〈프랑스서점연합회〉에서 조사하는 베스트셀러 작가 순위에서 8년 연속 1위를 기록했을 만큼 기욤 뮈소의 소설은 지난 20년 동안 프랑스에서 어느 누구도 이루지 못한 성과를 남겼다. 2004년 작 『그 후에』 이후 『미로 속 아이』까지 그의 소설 모두가 프랑스 베스트셀러 1위에 올랐고, 모두 합해 3천5백만 부를 판매했다. 그의 세 번째 소설 『구해줘』는 아마존 프랑스 85주 연속 베스트셀러 1위를 기록했고, 국내 주요 서점 200주 이상 베스트셀러에 등재되었다. 2016년에는 『당신, 거기 있어줄래요?』가 한국 영화로 제작돼 커다란 화제를 불러 모았다. 2018년 작 『아가씨와 밤』이 2021년 『FR2』 방송에서 6부작 드라마로 편성되어 방영되었고, 그 외 다수의 소설이 영화와 드라마로 제작되었다. 프랑스 소설 역사에 길이 남을 금자탑을 쌓아온 그의 발자취는 『미로 속 아이』가 현지에서 성공적인 반응을 이끌어내면서 앞으로도 계속 이어질 전망이다. 그의 소설은 현재 세계 47개국에서 출간돼 독자들로부터 폭넓은 공감과 지지를 얻고 있다. 프랑스 언론은 ‘기욤 뮈소는 하나의 현상’, ‘페이지터너라는 말이 가장 잘 어울리는 작가’, ‘언제나 상상의 한계를 뛰어넘는 반전으로 독자들을 놀라게 하는 작가’라는 수식어를 붙여주며 찬사를 보내고 있다. 『뉴욕타임스』는 기욤 뮈소에게 ‘서스펜스 마스터’라는 수식어를 붙여주었고, 스페인의 『엘 문도』는 ‘기욤 뮈소 현상은 계속된다’라는 말로 10년 전 프랑스 언론의 수식어를 오마주했다. 2021년에는 프랑스 작가 최초로 전 세계 서스펜스 대가에게 수여되는 레이먼드 챈들러 상을 수상했다.

기욤 뮈소는 20년 가까이 작가로 활동하는 동안 매년 한 권씩 소설을 내고 있고, 프랑스뿐만 아니라 세계 각국에서 베스트셀러 작가로 활동하고 있다. 초기에는 로맨스와 판타지가 결합된 작품들이 주를 이루었다면 근래 들어 스릴러의 비중이 큰 편이다. 기욤 뮈소가 무려 20년 가까이 변함없는 인기를 누리고 있는 비결이 있다면 언제나 변신을 위한 노력을 게을리하지 않는 것이다. 기욤 뮈소는 독자들이 놀라운 경험을 할 수 있도록 소설 내에 아이디어를 짜고, 독자들이 읽고 싶은 소설이 뭔지 깊이 있게 탐구하는 작가다.

『미로 속 아이』는 서스펜스 마스터 기욤 뮈소의 기발한 발상과 흥미로운 전개, 예측 불가의 반전이 함께하는 심리스릴러다.",http://www.yes24.com//Product/Goods/140075936,경제적 안정과 투자
알트코인 하이퍼 사이클,처리형(신민철),거인의정원,"24,300원","다신 없을 역사적 상승장, 대세는 이미 정해졌다!지금이 알트코인으로 인생을 역전할 기회다!* 비트코인 사이클+알트코인 사이클 완벽 정복* 알트코인 맞춤형 포트폴리오&리밸런싱 전략* 6가지 주요 알트코인 섹션 분석* 적정가 추론법과 5가지 주요 지표를 활용한 매도 전략* 최적의 종목 선정을 위한 ‘알트코인 컬렉션’ 특별수록비트코인 현물 ETF 승인과 4차 반감기, 트럼프의 대통령 당선까지 맞물리며 암호화폐 시장은 사상 유례없는 상승장을 맞이할 것으로 예상된다. 특히 알트코인은 비트코인 대비 2배 이상의 수익률을 달성했던 지난 반감기 사이클에 이어, 이번에도 ‘알트코인 하이퍼 사이클’이라는 강력한 상승을 보여줄 것으로 예측된다.그러나 큰 기회와 함께 위험도 있다. 제대로 된 전략 없이 뛰어든다면 아무리 대세 상승장일지라도 극심한 변동성으로 인해 손실을 볼 수 있다. 유사한 성격의 코인 사이에서도 서로 다른 변동성이 나타나는 알트코인 시장에서 잘못 투자한다면 투자금의 99%를 잃을 수도 있다. 반대로 안정성을 위해 포트폴리오를 지나치게 분산하면 전체 수익률이 급격하게 떨어져 알트코인 투자의 본질인 ‘폭발적 수익률’을 놓칠 수 있다.이 책은 바로 이러한 딜레마에 대한 해법을 제시한다. 알트코인과 비트코인과의 관계성, 알트코인 시장이 작동하는 메커니즘, 주요 알트코인 카테고리 특징 등을 누구나 이해할 수 있도록 쉽게 설명한다. 그리고 목표한 수익률을 달성하기 위한 구체적인 포트폴리오 구성 및 리밸런싱 전략을 제시한다. 나아가 매수매도 시점을 판단하는 기술적 지표와 실전 전략까지 그야말로 ‘알트코인 투자’의 모든 것을 망라한다. 이 책은 알트코인 투자를 꿈꾸는 모든 개인 투자자들에게 훌륭한 종합 지침서가 될 것이다.",http://www.yes24.com//Product/Goods/140086406,경제적 안정과 투자
"2025 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 상",최태성,이투스북 ,"14,850원","오랜 연구와 검증으로 한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다. 또한, 한능검 기출문제를 모두 분석한 후, 기출 선택지를 이용한 별 채우기 문제를 수록하여 자연스럽게 기출 선택지가 기억될 수 있도록 하였고, 반복적으로 출제되는 주제의 최신 기출문제를 꼼꼼하고 친절한 해설과 함께 담아 실전에 대비할 수 있도록 하였다. 여기에 한국사 연표와 지역의 역사를 담은 지도를 통해 한국사 흐름잡기가 더욱 쉬울 것이다.※ 제시된 이미지는 책의 뒷표지입니다. 『2025 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1·2·3급) 상』의 앞표지는 1억원 기부를 통해 사랑의 열매 '아너 소사이어티'에 가입할 수 있도록 함께 지원해 주신 최태성 1, 2TV 별님들로 구성되었습니다.",http://www.yes24.com//Product/Goods/140199250,경제적 안정과 투자
해피버쓰데이,백희나,스토리보울,"15,300원","매일, 마법의 옷장으로 시작되는 특별한 하루
나에게 날마다 새 옷을 선물하는 
마법의 옷장이 있다면 어떨까요? 
“날마다 옷장 속에는 새 옷이 한 벌씩 걸려 있었습니다. 
그 옷을 입고 하루를 시작하면 
어쩐지 그 옷에 딱 맞는 하루를 보내게 되었습니다.”

스스로 돌보는 힘, 그 평범한 마법을 깨닫는 제브리나의 특별한 이야기
어두운 터널을 지나는 당신에게 전하는 작은 안부와 깊은 위로
스토리보울에서 펴내는 백희나 그림책 2024 겨울 신작 『해피버쓰데이』

백희나 작가의 감성으로 빛나는 2024 겨울 신작!

2024년 12월 1일, 독창적인 상상력과 따뜻한 감성을 담은 백희나 작가의 신작 『해피버쓰데이』가 출간됐다. 『알사탕 제조법』에 이어 스토리보울에서 선보이는 백희나 작가의 두 번째 신작 그림책이다. 이 책은 생일 선물로 받은 하루에 한 벌씩 새로운 옷이 걸려 있는 마법의 옷장을 통해 다시 활기를 되찾아가는 얼룩말 소녀 ‘제브리나’의 이야기를 담고 있다. 『해피버쓰데이』는 어린이 어른 독자 할 것 없이, 옷과 패션을 사랑하거나 어릴 적 인형 놀이를 즐기던 이들에게 더없이 사랑스러운 책이다. 또한, 누구나 한 번쯤 어두운 시절 속에서 위로와 활기를 찾고 싶은 이들에게 깊은 위안을 선사한다. 『해피버쓰데이』가 당신의 마음속 마법의 옷장을 활짝 열어주길! 스스로 돌보는 힘, 그 평범함 속의 마법을 발견하게 되길!",http://www.yes24.com//Product/Goods/139800239,경제적 안정과 투자
